HDR,ROLLING SYSTEM DEMAND
VD,20190101162000,36015
VD,20190101162500,36477
VD,20190101163000,36887
VD,20190101163500,37451
VD,20190101164000,37646
VD,20190101164500,37797
VD,20190101165000,37991
VD,20190101165500,38158
VD,20190101170000,38187
VD,20190101170500,38298
VD,20190101171000,38349
VD,20190101171500,38363
VD,20190101172000,38423
VD,20190101172500,38507
VD,20190101173000,38575
VD,20190101173500,38529
VD,20190101174000,38430
VD,20190101174500,38386
VD,20190101175000,38327
VD,20190101175500,38174
VD,20190101180000,38036
VD,20190101180500,38052
VD,20190101181000,38097
VD,20190101181500,37964
VD,20190101182000,37900
VD,20190101182500,37762
VD,20190101183000,37497
VD,20190101183500,37440
VD,20190101184000,37288
VD,20190101184500,37200
VD,20190101185000,37065
VD,20190101185500,37097
VD,20190101190000,36988
VD,20190101190500,36913
VD,20190101191000,36752
VD,20190101191500,36633
VD,20190101192000,36596
VD,20190101192500,36429
VD,20190101193000,36269
VD,20190101193500,36110
VD,20190101194000,35896
VD,20190101194500,35698
VD,20190101195000,35536
VD,20190101195500,35413
VD,20190101200000,35262
VD,20190101200500,35349
VD,20190101201000,35127
VD,20190101201500,34870
VD,20190101202000,34701
VD,20190101202500,34534
VD,20190101203000,34428
VD,20190101203500,34204
VD,20190101204000,34024
VD,20190101204500,33779
VD,20190101205000,33627
VD,20190101205500,33360
VD,20190101210000,33248
VD,20190101210500,33316
VD,20190101211000,33120
VD,20190101211500,32826
VD,20190101212000,32576
VD,20190101212500,32355
VD,20190101213000,32040
VD,20190101213500,31824
VD,20190101214000,31619
VD,20190101214500,31436
VD,20190101215000,31239
VD,20190101215500,31066
VD,20190101220000,30696
VD,20190101220500,30660
VD,20190101221000,30431
VD,20190101221500,30108
VD,20190101222000,29723
VD,20190101222500,29497
VD,20190101223000,29328
VD,20190101223500,29134
VD,20190101224000,29059
VD,20190101224500,28904
VD,20190101225000,28695
VD,20190101225500,28372
VD,20190101230000,28209
VD,20190101230500,28028
VD,20190101231000,27862
VD,20190101231500,27656
VD,20190101232000,27433
VD,20190101232500,27246
VD,20190101233000,27047
VD,20190101233500,26928
VD,20190101234000,26918
VD,20190101234500,26770
VD,20190101235000,26510
VD,20190101235500,26408
VD,20190102000000,26350
VD,20190102000500,26655
VD,20190102001000,26663
VD,20190102001500,26645
VD,20190102002000,26802
VD,20190102002500,26843
VD,20190102003000,26848
VD,20190102003500,27005
VD,20190102004000,27199
VD,20190102004500,27419
VD,20190102005000,27442
VD,20190102005500,27482
VD,20190102010000,27531
VD,20190102010500,27496
VD,20190102011000,27397
VD,20190102011500,27288
VD,20190102012000,27217
VD,20190102012500,27281
VD,20190102013000,27273
VD,20190102013500,27180
VD,20190102014000,27083
VD,20190102014500,27140
VD,20190102015000,27059
VD,20190102015500,26908
VD,20190102020000,26748
VD,20190102020500,26687
VD,20190102021000,26861
VD,20190102021500,26993
VD,20190102022000,26978
VD,20190102022500,26956
VD,20190102023000,26904
VD,20190102023500,26992
VD,20190102024000,26979
VD,20190102024500,26901
VD,20190102025000,26718
VD,20190102025500,26635
VD,20190102030000,26513
VD,20190102030500,26632
VD,20190102031000,26595
VD,20190102031500,26521
VD,20190102032000,26563
VD,20190102032500,26636
VD,20190102033000,26615
VD,20190102033500,26607
VD,20190102034000,26540
VD,20190102034500,26474
VD,20190102035000,26264
VD,20190102035500,26123
VD,20190102040000,26092
VD,20190102040500,26116
VD,20190102041000,26036
VD,20190102041500,25879
VD,20190102042000,26046
VD,20190102042500,26219
VD,20190102043000,26220
VD,20190102043500,26250
VD,20190102044000,26264
VD,20190102044500,26236
VD,20190102045000,26185
VD,20190102045500,26199
VD,20190102050000,26326
VD,20190102050500,26565
VD,20190102051000,26555
VD,20190102051500,26565
VD,20190102052000,26541
VD,20190102052500,26659
VD,20190102053000,26872
VD,20190102053500,27171
VD,20190102054000,27424
VD,20190102054500,27526
VD,20190102055000,27820
VD,20190102055500,27955
VD,20190102060000,28153
VD,20190102060500,28543
VD,20190102061000,28886
VD,20190102061500,29063
VD,20190102062000,29404
VD,20190102062500,29727
VD,20190102063000,29961
VD,20190102063500,30308
VD,20190102064000,30779
VD,20190102064500,31152
VD,20190102065000,31541
VD,20190102065500,31891
VD,20190102070000,32421
VD,20190102070500,32896
VD,20190102071000,33503
VD,20190102071500,34200
VD,20190102072000,34506
VD,20190102072500,34811
VD,20190102073000,35069
VD,20190102073500,35237
VD,20190102074000,35592
VD,20190102074500,35844
VD,20190102075000,36105
VD,20190102075500,36188
VD,20190102080000,36491
VD,20190102080500,36849
VD,20190102081000,37248
VD,20190102081500,37585
VD,20190102082000,37919
VD,20190102082500,38154
VD,20190102083000,38396
VD,20190102083500,38561
VD,20190102084000,38809
VD,20190102084500,39033
VD,20190102085000,39232
VD,20190102085500,39412
VD,20190102090000,39635
VD,20190102090500,39943
VD,20190102091000,40073
VD,20190102091500,40260
VD,20190102092000,40369
VD,20190102092500,40385
VD,20190102093000,40445
VD,20190102093500,40543
VD,20190102094000,40605
VD,20190102094500,40626
VD,20190102095000,40606
VD,20190102095500,40653
VD,20190102100000,40766
VD,20190102100500,40730
VD,20190102101000,40748
VD,20190102101500,40836
VD,20190102102000,40853
VD,20190102102500,40806
VD,20190102103000,40788
VD,20190102103500,40845
VD,20190102104000,40827
VD,20190102104500,40750
VD,20190102105000,40767
VD,20190102105500,40743
VD,20190102110000,40719
VD,20190102110500,40805
VD,20190102111000,40854
VD,20190102111500,40896
VD,20190102112000,40897
VD,20190102112500,40790
VD,20190102113000,40672
VD,20190102113500,40655
VD,20190102114000,40634
VD,20190102114500,40731
VD,20190102115000,40797
VD,20190102115500,40694
VD,20190102120000,40658
VD,20190102120500,40898
VD,20190102121000,41067
VD,20190102121500,41097
VD,20190102122000,41068
VD,20190102122500,41178
VD,20190102123000,41177
VD,20190102123500,41311
VD,20190102124000,41397
VD,20190102124500,41308
VD,20190102125000,41260
VD,20190102125500,41238
VD,20190102130000,41225
VD,20190102130500,41377
VD,20190102131000,41533
VD,20190102131500,41543
VD,20190102132000,41580
VD,20190102132500,41618
VD,20190102133000,41652
VD,20190102133500,41739
VD,20190102134000,41746
VD,20190102134500,41723
VD,20190102135000,41687
VD,20190102135500,41733
VD,20190102140000,41755
VD,20190102140500,41841
VD,20190102141000,42075
VD,20190102141500,42062
VD,20190102142000,42194
VD,20190102142500,42276
VD,20190102143000,42311
VD,20190102143500,42407
VD,20190102144000,42493
VD,20190102144500,42557
VD,20190102145000,42677
VD,20190102145500,42776
VD,20190102150000,42746
VD,20190102150500,42811
VD,20190102151000,42745
VD,20190102151500,42800
VD,20190102152000,42663
VD,20190102152500,42876
VD,20190102153000,43077
VD,20190102153500,43319
VD,20190102154000,43525
VD,20190102154500,43713
VD,20190102155000,43948
VD,20190102155500,44186
VD,20190102160000,44187
VD,20190102160500,44508
VD,20190102161000,44572
VD,20190102161500,44771
VD,20190102162000,45125
VD,20190102162500,45409
VD,20190102163000,45580
VD,20190102163500,45640
VD,20190102164000,45707
VD,20190102164500,45929
VD,20190102165000,46023
VD,20190102165500,46169
VD,20190102170000,46420
VD,20190102170500,46499
VD,20190102171000,46517
VD,20190102171500,46456
VD,20190102172000,46535
VD,20190102172500,46581
VD,20190102173000,46558
VD,20190102173500,46627
VD,20190102174000,46511
VD,20190102174500,46407
VD,20190102175000,46400
VD,20190102175500,46274
VD,20190102180000,46149
VD,20190102180500,46311
VD,20190102181000,46410
VD,20190102181500,46282
VD,20190102182000,46202
VD,20190102182500,46107
VD,20190102183000,45999
VD,20190102183500,45916
VD,20190102184000,45953
VD,20190102184500,45950
VD,20190102185000,45932
VD,20190102185500,45742
VD,20190102190000,45586
VD,20190102190500,45551
VD,20190102191000,45091
VD,20190102191500,45575
VD,20190102192000,45284
VD,20190102192500,44911
VD,20190102193000,44630
VD,20190102193500,44495
VD,20190102194000,44303
VD,20190102194500,44050
VD,20190102195000,43901
VD,20190102195500,43672
VD,20190102200000,43449
VD,20190102200500,43500
VD,20190102201000,43168
VD,20190102201500,42816
VD,20190102202000,42611
VD,20190102202500,42320
VD,20190102203000,42016
VD,20190102203500,41748
VD,20190102204000,41448
VD,20190102204500,41134
VD,20190102205000,40890
VD,20190102205500,40843
VD,20190102210000,40586
VD,20190102210500,40537
VD,20190102211000,40110
VD,20190102211500,39594
VD,20190102212000,39206
VD,20190102212500,39020
VD,20190102213000,38742
VD,20190102213500,38338
VD,20190102214000,38056
VD,20190102214500,37777
VD,20190102215000,37552
VD,20190102215500,37189
VD,20190102220000,36797
VD,20190102220500,36646
VD,20190102221000,36365
VD,20190102221500,35848
VD,20190102222000,35466
VD,20190102222500,35187
VD,20190102223000,34813
VD,20190102223500,34668
VD,20190102224000,34383
VD,20190102224500,34126
VD,20190102225000,33752
VD,20190102225500,33376
VD,20190102230000,32933
VD,20190102230500,32715
VD,20190102231000,32460
VD,20190102231500,32222
VD,20190102232000,31927
VD,20190102232500,31917
VD,20190102233000,31787
VD,20190102233500,31679
VD,20190102234000,31781
VD,20190102234500,31613
VD,20190102235000,31369
VD,20190102235500,31222
VD,20190103000000,31146
VD,20190103000500,31337
VD,20190103001000,31352
VD,20190103001500,31233
VD,20190103002000,31093
VD,20190103002500,30902
VD,20190103003000,31004
VD,20190103003500,31089
VD,20190103004000,31193
VD,20190103004500,31173
VD,20190103005000,31135
VD,20190103005500,31126
VD,20190103010000,31081
VD,20190103010500,31153
VD,20190103011000,31119
VD,20190103011500,31025
VD,20190103012000,30898
VD,20190103012500,30736
VD,20190103013000,30681
VD,20190103013500,30623
VD,20190103014000,30674
VD,20190103014500,30617
VD,20190103015000,30533
VD,20190103015500,30496
VD,20190103020000,30521
VD,20190103020500,30642
VD,20190103021000,30795
VD,20190103021500,30883
VD,20190103022000,30952
VD,20190103022500,30884
VD,20190103023000,30867
VD,20190103023500,30921
VD,20190103024000,30953
VD,20190103024500,30932
VD,20190103025000,30862
VD,20190103025500,30813
VD,20190103030000,30787
VD,20190103030500,30812
VD,20190103031000,30977
VD,20190103031500,30904
VD,20190103032000,30799
VD,20190103032500,30645
VD,20190103033000,30553
VD,20190103033500,30507
VD,20190103034000,30457
VD,20190103034500,30387
VD,20190103035000,30301
VD,20190103035500,30203
VD,20190103040000,30171
VD,20190103040500,30160
VD,20190103041000,30184
VD,20190103041500,30170
VD,20190103042000,30128
VD,20190103042500,30122
VD,20190103043000,30077
VD,20190103043500,30088
VD,20190103044000,30101
VD,20190103044500,30142
VD,20190103045000,30269
VD,20190103045500,30281
VD,20190103050000,30343
VD,20190103050500,30538
VD,20190103051000,30799
VD,20190103051500,30892
VD,20190103052000,30933
VD,20190103052500,30909
VD,20190103053000,30951
VD,20190103053500,30919
VD,20190103054000,30997
VD,20190103054500,31113
VD,20190103055000,31258
VD,20190103055500,31299
VD,20190103060000,31169
VD,20190103060500,31257
VD,20190103061000,31521
VD,20190103061500,31935
VD,20190103062000,32135
VD,20190103062500,32327
VD,20190103063000,32584
VD,20190103063500,33045
VD,20190103064000,33564
VD,20190103064500,33997
VD,20190103065000,34399
VD,20190103065500,35053
VD,20190103070000,35473
VD,20190103070500,36019
VD,20190103071000,36729
VD,20190103071500,37334
VD,20190103072000,37803
VD,20190103072500,38074
VD,20190103073000,38207
VD,20190103073500,38586
VD,20190103074000,38836
VD,20190103074500,39029
VD,20190103075000,39307
VD,20190103075500,39567
VD,20190103080000,39823
VD,20190103080500,40270
VD,20190103081000,40726
VD,20190103081500,40905
VD,20190103082000,41100
VD,20190103082500,41347
VD,20190103083000,41535
VD,20190103083500,41717
VD,20190103084000,41922
VD,20190103084500,42070
VD,20190103085000,42276
VD,20190103085500,42570
VD,20190103090000,42891
VD,20190103090500,43225
VD,20190103091000,43281
VD,20190103091500,43486
VD,20190103092000,43617
VD,20190103092500,43689
VD,20190103093000,43745
VD,20190103093500,43716
VD,20190103094000,43823
VD,20190103094500,43849
VD,20190103095000,43870
VD,20190103095500,43815
VD,20190103100000,43868
VD,20190103100500,43914
VD,20190103101000,43993
VD,20190103101500,44097
VD,20190103102000,44160
VD,20190103102500,44165
VD,20190103103000,44143
VD,20190103103500,44199
VD,20190103104000,44248
VD,20190103104500,44241
VD,20190103105000,44254
VD,20190103105500,44231
VD,20190103110000,44282
VD,20190103110500,44439
VD,20190103111000,44633
VD,20190103111500,44633
VD,20190103112000,44649
VD,20190103112500,44654
VD,20190103113000,44664
VD,20190103113500,44741
VD,20190103114000,44721
VD,20190103114500,44656
VD,20190103115000,44628
VD,20190103115500,44711
VD,20190103120000,44624
VD,20190103120500,44361
VD,20190103121000,44232
VD,20190103121500,44169
VD,20190103122000,44061
VD,20190103122500,43983
VD,20190103123000,43816
VD,20190103123500,43799
VD,20190103124000,43828
VD,20190103124500,43790
VD,20190103125000,43771
VD,20190103125500,43861
VD,20190103130000,44032
VD,20190103130500,44025
VD,20190103131000,43902
VD,20190103131500,43876
VD,20190103132000,43931
VD,20190103132500,44014
VD,20190103133000,44054
VD,20190103133500,44214
VD,20190103134000,44534
VD,20190103134500,44751
VD,20190103135000,44805
VD,20190103135500,44727
VD,20190103140000,44692
VD,20190103140500,44734
VD,20190103141000,44762
VD,20190103141500,44781
VD,20190103142000,44814
VD,20190103142500,44864
VD,20190103143000,44865
VD,20190103143500,44909
VD,20190103144000,44904
VD,20190103144500,44892
VD,20190103145000,44923
VD,20190103145500,44926
VD,20190103150000,44913
VD,20190103150500,44957
VD,20190103151000,45078
VD,20190103151500,45148
VD,20190103152000,45184
VD,20190103152500,45215
VD,20190103153000,45244
VD,20190103153500,45460
VD,20190103154000,45528
VD,20190103154500,45562
VD,20190103155000,45687
VD,20190103155500,45802
VD,20190103160000,45881
VD,20190103160500,45953
VD,20190103161000,46102
VD,20190103161500,46254
VD,20190103162000,46445
VD,20190103162500,46698
VD,20190103163000,46387
VD,20190103163500,45917
VD,20190103164000,45953
VD,20190103164500,46183
VD,20190103165000,46289
VD,20190103165500,46310
VD,20190103170000,46445
VD,20190103170500,46326
VD,20190103171000,46158
VD,20190103171500,46133
VD,20190103172000,46243
VD,20190103172500,46296
VD,20190103173000,46307
VD,20190103173500,46315
VD,20190103174000,46270
VD,20190103174500,46221
VD,20190103175000,46157
VD,20190103175500,46009
VD,20190103180000,45907
VD,20190103180500,46196
VD,20190103181000,46079
VD,20190103181500,45972
VD,20190103182000,45791
VD,20190103182500,45646
VD,20190103183000,45600
VD,20190103183500,45888
VD,20190103184000,46212
VD,20190103184500,46209
VD,20190103185000,46115
VD,20190103185500,45937
VD,20190103190000,45777
VD,20190103190500,45964
VD,20190103191000,46264
VD,20190103191500,46342
VD,20190103192000,46284
VD,20190103192500,46104
VD,20190103193000,45862
VD,20190103193500,45964
VD,20190103194000,45864
VD,20190103194500,45435
VD,20190103195000,45148
VD,20190103195500,45011
VD,20190103200000,44644
VD,20190103200500,44630
VD,20190103201000,44408
VD,20190103201500,44241
VD,20190103202000,43955
VD,20190103202500,43496
VD,20190103203000,43259
VD,20190103203500,43044
VD,20190103204000,42804
VD,20190103204500,42604
VD,20190103205000,42468
VD,20190103205500,42340
VD,20190103210000,42086
VD,20190103210500,41754
VD,20190103211000,41355
VD,20190103211500,40850
VD,20190103212000,40431
VD,20190103212500,40128
VD,20190103213000,39897
VD,20190103213500,39630
VD,20190103214000,39286
VD,20190103214500,38745
VD,20190103215000,38427
VD,20190103215500,38167
VD,20190103220000,37799
VD,20190103220500,37660
VD,20190103221000,37347
VD,20190103221500,36926
VD,20190103222000,36520
VD,20190103222500,36203
VD,20190103223000,35845
VD,20190103223500,35528
VD,20190103224000,35264
VD,20190103224500,34940
VD,20190103225000,34584
VD,20190103225500,34298
VD,20190103230000,33974
VD,20190103230500,33904
VD,20190103231000,33699
VD,20190103231500,33579
VD,20190103232000,33317
VD,20190103232500,33152
VD,20190103233000,33110
VD,20190103233500,33126
VD,20190103234000,33090
VD,20190103234500,32880
VD,20190103235000,32711
VD,20190103235500,32551
VD,20190104000000,32437
VD,20190104000500,32552
VD,20190104001000,32520
VD,20190104001500,32459
VD,20190104002000,32492
VD,20190104002500,32465
VD,20190104003000,32417
VD,20190104003500,32504
VD,20190104004000,32569
VD,20190104004500,32582
VD,20190104005000,32596
VD,20190104005500,32566
VD,20190104010000,32590
VD,20190104010500,32697
VD,20190104011000,32627
VD,20190104011500,32584
VD,20190104012000,32469
VD,20190104012500,32301
VD,20190104013000,32209
VD,20190104013500,32254
VD,20190104014000,32261
VD,20190104014500,32150
VD,20190104015000,31998
VD,20190104015500,31852
VD,20190104020000,31794
VD,20190104020500,31757
VD,20190104021000,31757
VD,20190104021500,31686
VD,20190104022000,31546
VD,20190104022500,31510
VD,20190104023000,31493
VD,20190104023500,31555
VD,20190104024000,31581
VD,20190104024500,31535
VD,20190104025000,31535
VD,20190104025500,31512
VD,20190104030000,31551
VD,20190104030500,31549
VD,20190104031000,31348
VD,20190104031500,31278
VD,20190104032000,31211
VD,20190104032500,31099
VD,20190104033000,31032
VD,20190104033500,30985
VD,20190104034000,30996
VD,20190104034500,30907
VD,20190104035000,30856
VD,20190104035500,30706
VD,20190104040000,30640
VD,20190104040500,30610
VD,20190104041000,30609
VD,20190104041500,30636
VD,20190104042000,30589
VD,20190104042500,30615
VD,20190104043000,30621
VD,20190104043500,30711
VD,20190104044000,30732
VD,20190104044500,30763
VD,20190104045000,30759
VD,20190104045500,30807
VD,20190104050000,30894
VD,20190104050500,31041
VD,20190104051000,31201
VD,20190104051500,31340
VD,20190104052000,31420
VD,20190104052500,31364
VD,20190104053000,31370
VD,20190104053500,31514
VD,20190104054000,31611
VD,20190104054500,31655
VD,20190104055000,31764
VD,20190104055500,31881
VD,20190104060000,32069
VD,20190104060500,32078
VD,20190104061000,32337
VD,20190104061500,32738
VD,20190104062000,33133
VD,20190104062500,33557
VD,20190104063000,33872
VD,20190104063500,34112
VD,20190104064000,34455
VD,20190104064500,34822
VD,20190104065000,35149
VD,20190104065500,35550
VD,20190104070000,36059
VD,20190104070500,36682
VD,20190104071000,37534
VD,20190104071500,38162
VD,20190104072000,38603
VD,20190104072500,38918
VD,20190104073000,39290
VD,20190104073500,39567
VD,20190104074000,39898
VD,20190104074500,40188
VD,20190104075000,40396
VD,20190104075500,40637
VD,20190104080000,40751
VD,20190104080500,40888
VD,20190104081000,41178
VD,20190104081500,41456
VD,20190104082000,41617
VD,20190104082500,42078
VD,20190104083000,42145
VD,20190104083500,42272
VD,20190104084000,42383
VD,20190104084500,42491
VD,20190104085000,42692
VD,20190104085500,42875
VD,20190104090000,42976
VD,20190104090500,43198
VD,20190104091000,43317
VD,20190104091500,43441
VD,20190104092000,43583
VD,20190104092500,43632
VD,20190104093000,43666
VD,20190104093500,43711
VD,20190104094000,43689
VD,20190104094500,43695
VD,20190104095000,43725
VD,20190104095500,43705
VD,20190104100000,43749
VD,20190104100500,43726
VD,20190104101000,43704
VD,20190104101500,43705
VD,20190104102000,43725
VD,20190104102500,43744
VD,20190104103000,43702
VD,20190104103500,43650
VD,20190104104000,43626
VD,20190104104500,43609
VD,20190104105000,43540
VD,20190104105500,43489
VD,20190104110000,43265
VD,20190104110500,42792
VD,20190104111000,42511
VD,20190104111500,42467
VD,20190104112000,42479
VD,20190104112500,42467
VD,20190104113000,42429
VD,20190104113500,42446
VD,20190104114000,42474
VD,20190104114500,42474
VD,20190104115000,42457
VD,20190104115500,42538
VD,20190104120000,42723
VD,20190104120500,43203
VD,20190104121000,43369
VD,20190104121500,43566
VD,20190104122000,43705
VD,20190104122500,43631
VD,20190104123000,43583
VD,20190104123500,43621
VD,20190104124000,43535
VD,20190104124500,43439
VD,20190104125000,43431
VD,20190104125500,43372
VD,20190104130000,43344
VD,20190104130500,43256
VD,20190104131000,43283
VD,20190104131500,43271
VD,20190104132000,43329
VD,20190104132500,43321
VD,20190104133000,43308
VD,20190104133500,43314
VD,20190104134000,43279
VD,20190104134500,43225
VD,20190104135000,43218
VD,20190104135500,43238
VD,20190104140000,43221
VD,20190104140500,43441
VD,20190104141000,43494
VD,20190104141500,43501
VD,20190104142000,43495
VD,20190104142500,43458
VD,20190104143000,43406
VD,20190104143500,43453
VD,20190104144000,43439
VD,20190104144500,43438
VD,20190104145000,43462
VD,20190104145500,43535
VD,20190104150000,43611
VD,20190104150500,43746
VD,20190104151000,43836
VD,20190104151500,43910
VD,20190104152000,43957
VD,20190104152500,44030
VD,20190104153000,44095
VD,20190104153500,44240
VD,20190104154000,44338
VD,20190104154500,44430
VD,20190104155000,44539
VD,20190104155500,44577
VD,20190104160000,44583
VD,20190104160500,44326
VD,20190104161000,44243
VD,20190104161500,44316
VD,20190104162000,44388
VD,20190104162500,44591
VD,20190104163000,44684
VD,20190104163500,45024
VD,20190104164000,45460
VD,20190104164500,45631
VD,20190104165000,45688
VD,20190104165500,45605
VD,20190104170000,45611
VD,20190104170500,45664
VD,20190104171000,45545
VD,20190104171500,45471
VD,20190104172000,45551
VD,20190104172500,45752
VD,20190104173000,45708
VD,20190104173500,45768
VD,20190104174000,45778
VD,20190104174500,45644
VD,20190104175000,45626
VD,20190104175500,45416
VD,20190104180000,45422
VD,20190104180500,45714
VD,20190104181000,45909
VD,20190104181500,45850
VD,20190104182000,45819
VD,20190104182500,45668
VD,20190104183000,45486
VD,20190104183500,45567
VD,20190104184000,45578
VD,20190104184500,45413
VD,20190104185000,45409
VD,20190104185500,45375
VD,20190104190000,45300
VD,20190104190500,45340
VD,20190104191000,45391
VD,20190104191500,45385
VD,20190104192000,45216
VD,20190104192500,44866
VD,20190104193000,44657
VD,20190104193500,44619
VD,20190104194000,44464
VD,20190104194500,44110
VD,20190104195000,43935
VD,20190104195500,43715
VD,20190104200000,43460
VD,20190104200500,43210
VD,20190104201000,42762
VD,20190104201500,42413
VD,20190104202000,42176
VD,20190104202500,41841
VD,20190104203000,41639
VD,20190104203500,41575
VD,20190104204000,41268
VD,20190104204500,41035
VD,20190104205000,40818
VD,20190104205500,40596
VD,20190104210000,40384
VD,20190104210500,40148
VD,20190104211000,39683
VD,20190104211500,39280
VD,20190104212000,39044
VD,20190104212500,38695
VD,20190104213000,38331
VD,20190104213500,38017
VD,20190104214000,37820
VD,20190104214500,37456
VD,20190104215000,37164
VD,20190104215500,36900
VD,20190104220000,36497
VD,20190104220500,36333
VD,20190104221000,35965
VD,20190104221500,35498
VD,20190104222000,35151
VD,20190104222500,34900
VD,20190104223000,34560
VD,20190104223500,34539
VD,20190104224000,34208
VD,20190104224500,33843
VD,20190104225000,33552
VD,20190104225500,33246
VD,20190104230000,32906
VD,20190104230500,32761
VD,20190104231000,32227
VD,20190104231500,31823
VD,20190104232000,31605
VD,20190104232500,31536
VD,20190104233000,31389
VD,20190104233500,31312
VD,20190104234000,31205
VD,20190104234500,30973
VD,20190104235000,30649
VD,20190104235500,30477
VD,20190105000000,30380
VD,20190105000500,30589
VD,20190105001000,30546
VD,20190105001500,30338
VD,20190105002000,30318
VD,20190105002500,30241
VD,20190105003000,30177
VD,20190105003500,30461
VD,20190105004000,30562
VD,20190105004500,30630
VD,20190105005000,30661
